UniformeProductnaam,URI,Rijk,Provincie,Waterschap,Gemeente,Burger,Bedrijf,Dienstenwet,SDG,Autonomie,Medebewind,Aanvraag,Subsidie,Melding,Verplichting,DigiDMacht,Grondslag,Grondslaglabel,Grondslaglink
onveilig voedingsmiddel of diervoedermelding,http://standaarden.overheid.nl/owms/terms/onvvoeddiervmld,X,,,,X,X,X,,,,,,X,,,http://standaarden.overheid.nl/owms/terms/Verord_EG_178_2002_art_19,"Verordening (EG) Nr. 178/2002 van het Europees Parlement en de Raad van 28 januari 2002 tot vaststelling van de algemene beginselen en voorschriften van de levensmiddelenwetgeving, tot oprichting van een Europese Autoriteit voor voedselveiligheid en tot vaststelling van procedures voor voedselveiligheidsaangelegenheden, art. 19 en 20",https://eur-lex.europa.eu/legal-content/NL/TXT/PDF/?uri=CELEX:32002R0178&from=EN
onverwijldebijstandvoorziening,http://standaarden.overheid.nl/owms/terms/onverwBijstVrz,,X,,X,X,,,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/Pw_art_81,Artikel 81 Participatiewet,https://wetten.overheid.nl/jci1.3:c:BWBR0015703&hoofdstuk=8&artikel=81
oorlogsgetroffenen motorrijtuigenbelasting vergoeding,http://standaarden.overheid.nl/owms/terms/oorlGetrMrBelVerg,X,,,,X,,,,,,X,,,,,http://standaarden.overheid.nl/owms/terms/Bvvmrbo_art_2,Artikel 2 Besluit vaststelling vergoeding motorrijtuigenbelasting oorlogsgetroffenen,https://wetten.overheid.nl/jci1.3:c:BWBR0003681&artikel=2
openbare geestelijke gezondheidszorg (oggz),http://standaarden.overheid.nl/owms/terms/openbare_geestelijke_gezondheidszorg_(oggz),,,,X,X,X,,,,X,,,,,,,,
opgravingscertificaat,http://standaarden.overheid.nl/owms/terms/opgravingscert,X,,,,,X,X,,,,X,,,,,http://standaarden.overheid.nl/owms/terms/Erfgoedwet_art_5_1,Artikel 5.1 Erfgoedwet,https://wetten.overheid.nl/jci1.3:c:BWBR0037521&hoofdstuk=5&Paragraaf=5.1&artikel=5.1
opheffing school expertisecentra melding,http://standaarden.overheid.nl/owms/terms/opheffing_school_expertisecentra_melding,X,X,,,,X,,,,X,,,X,,,http://standaarden.overheid.nl/owms/terms/Besluit_bekostiging_WEC_art_4,Artikel 4 Besluit bekostiging WEC,https://wetten.overheid.nl/jci1.3:c:BWBR0004259&hoofdstuk=I&titeldeel=II&artikel=4
opheffing school voortgezet onderwijs melding,http://standaarden.overheid.nl/owms/terms/opheffing_school_voortgezet_onderwijs_melding,,X,,,,X,,,,X,,,X,,,http://standaarden.overheid.nl/owms/terms/Bekostigingsbesluit_WVO_art_2,Artikel 2 Bekostigingsbesluit WVO,https://wetten.overheid.nl/jci1.3:c:BWBR0005672&hoofdstuk=1&titeldeel=1&artikel=2
opiumontheffing,http://standaarden.overheid.nl/owms/terms/opiumontheffing,X,,,,,X,X,,,,X,,,,,http://standaarden.overheid.nl/owms/terms/Opw_art_6,Artikel 6 Opiumwet,https://wetten.overheid.nl/jci1.3:c:BWBR0001941&artikel=6
opkopersregister,http://standaarden.overheid.nl/owms/terms/opkoperreg,,,,X,,X,X,,X,,,,,X,,http://standaarden.overheid.nl/owms/terms/Sr_art_437,Artikel 437 Wetboek van Strafrecht,https://wetten.overheid.nl/jci1.3:c:BWBR0001854&boek=Derde&titeldeel=II&artikel=437
opleidingsvergoeding werklozen,http://standaarden.overheid.nl/owms/terms/opleidingsvergoeding_werklozen,,,,X,X,,,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/Pw_art_10a,Artikel 10a Participatiewet,https://wetten.overheid.nl/jci1.3:c:BWBR0015703&hoofdstuk=2&Paragraaf=2.1&artikel=10a
opvoedingsondersteuning,http://standaarden.overheid.nl/owms/terms/opvoedingsondersteuning,,,,X,X,X,,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/Jw_art_2_3,Artikel 2.3 Jeugdwet,https://wetten.overheid.nl/jci1.3:c:BWBR0034925&hoofdstuk=2&artikel=2.3
orgaandonatie bij leven onkostenvergoeding,http://standaarden.overheid.nl/owms/terms/orgaandonLevenOnkVerg,X,,,,X,,,,,,X,,,,,http://standaarden.overheid.nl/owms/terms/SRDonBijLev_art_2,Artikel 2 Subsidieregeling donatie bij leven,https://wetten.overheid.nl/jci1.3:c:BWBR0025870&artikel=2
orgaandonor registratie,http://standaarden.overheid.nl/owms/terms/orgaandonReg,X,,,,X,,,F4,,,,,,,,http://standaarden.overheid.nl/owms/terms/WOD_art_9,Artikel 9 Wet op de orgaandonatie,https://wetten.overheid.nl/jci1.3:c:BWBR0008066&hoofdstuk=3&Paragraaf=1&artikel=9
ouderschapsvaststelling,http://standaarden.overheid.nl/owms/terms/ouderschapsvaststelling,X,,,,X,,,G1,,,,,,,,http://standaarden.overheid.nl/owms/terms/BW_Boek_1_art_207,Artikel 207 Burgerlijk Wetboek Boek 1,https://wetten.overheid.nl/jci1.3:c:BWBR0002656&boek=1&titeldeel=11&afdeling=4&artikel=207
ouderschapsverlof,http://standaarden.overheid.nl/owms/terms/ouderschapsverlof,X,,,,X,X,,B6,,,,,,,,http://standaarden.overheid.nl/owms/terms/Wazo_art_6_1,Artikel 6:1 Wet arbeid en zorg,https://wetten.overheid.nl/jci1.3:c:BWBR0013008&hoofdstuk=6&Paragraaf=1&artikel=6:1
ov-begeleiderskaart,http://standaarden.overheid.nl/owms/terms/ov-begeleiderskaart,X,,,X,X,,,A3,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/RegOVBegKrt_art_2,Artikel 2 Regeling OV-begeleiderskaart,https://wetten.overheid.nl/jci1.3:c:BWBR0035366&artikel=2
overbruggingsuitkering aow,http://standaarden.overheid.nl/owms/terms/overbrugUitkAow,X,,,,X,,,B9,,,X,,,,,http://standaarden.overheid.nl/owms/terms/TROverbUitkAOW_art_4,Artikel 4 Tijdelijke regeling overbruggingsuitkering AOW,https://wetten.overheid.nl/jci1.3:c:BWBR0033498&Paragraaf=2&artikel=4
overdrachtsbelasting,http://standaarden.overheid.nl/owms/terms/overdrachtsbelasting,X,,,,X,X,,,,,,,,X,,http://standaarden.overheid.nl/owms/terms/WBRV_art_2,Artikel 2 Wet op belastingen van rechtsverkeer,https://wetten.overheid.nl/jci1.3:c:BWBR0002740&hoofdstuk=II&afdeling=1&artikel=2
overheidseigendom schademelding,http://standaarden.overheid.nl/owms/terms/overhEigSchMld,,,,X,X,X,,,X,,,,,,,,,
overlijden vermist persoon verklaring,http://standaarden.overheid.nl/owms/terms/overlVermPersVerkl,X,,,,X,,,D6,,,,,,,,http://standaarden.overheid.nl/owms/terms/BW_Boek_1_art_426,Artikel 426 Burgerlijk Wetboek Boek 1,https://wetten.overheid.nl/jci1.3:c:BWBR0002656&boek=1&titeldeel=18&afdeling=3&artikel=426
overlijdensaangifte,http://standaarden.overheid.nl/owms/terms/overlijdensaangifte,X,,,X,X,,,,,X,,,,X,,http://standaarden.overheid.nl/owms/terms/BW_Boek_1_art_19h,Artikel 19h Burgerlijk Wetboek Boek 1,https://wetten.overheid.nl/jci1.3:c:BWBR0002656&boek=1&titeldeel=4&afdeling=4&artikel=19h
overlijdensakte,http://standaarden.overheid.nl/owms/terms/overlijdensakte,,,,X,X,,,,,X,,,,,,http://standaarden.overheid.nl/owms/terms/BW_Boek_1_art_19f,Artikel 19f Burgerlijk Wetboek Boek 1,https://wetten.overheid.nl/jci1.3:c:BWBR0002656&boek=1&titeldeel=4&afdeling=4&artikel=19f
overlijdensuitkering,http://standaarden.overheid.nl/owms/terms/overlijdensuitkering,,,,X,X,,,,,X,X,,,,,,,
overlijdensuitkering anw,http://standaarden.overheid.nl/owms/terms/overlUitkAnw,X,,,,X,,,G4,,,X,,,,,http://standaarden.overheid.nl/owms/terms/Anw_art_51,Artikel 51 Algemene nabestaandenwet,https://wetten.overheid.nl/jci1.3:c:BWBR0007795&hoofdstuk=3&afdeling=III&artikel=51
overlijdensuitkering aow,http://standaarden.overheid.nl/owms/terms/overlUitkAow,X,,,,X,,,G4,,,X,,,,,http://standaarden.overheid.nl/owms/terms/AOW_art_18,Artikel 18 Algemene Ouderdomswet,https://wetten.overheid.nl/jci1.3:c:BWBR0002221&hoofdstuk=III&Paragraaf=2&artikel=18
overlijdensuitkering wajong,http://standaarden.overheid.nl/owms/terms/overlUitkWajong,X,,,,X,,,G4,,,X,,,,,http://standaarden.overheid.nl/owms/terms/Wajong_art_2_56,Artikel 2:56 Wet arbeidsongeschiktheidsvoorziening jonggehandicapten,https://wetten.overheid.nl/jci1.3:c:BWBR0008657&hoofdstuk=2&afdeling=8&Paragraaf=2&artikel=2:56
overlijdensuitkering wia,http://standaarden.overheid.nl/owms/terms/overlUitkWia,X,,,,X,,,G4,,,X,,,,,http://standaarden.overheid.nl/owms/terms/WIA_art_74,Artikel 74 Wet werk en inkomen naar arbeidsvermogen,https://wetten.overheid.nl/jci1.3:c:BWBR0019057&hoofdstuk=8&Paragraaf=8.2&artikel=74
pakketreis,http://standaarden.overheid.nl/owms/terms/pakketreis,X,,,,X,X,,,,,,,,,,http://standaarden.overheid.nl/owms/terms/BW_Boek_7_art_500,Artikel 500 Boek 7 Burgerlijk Wetboek,https://wetten.overheid.nl/jci1.3:c:BWBR0005290&boek=7&titeldeel=7A&afdeling=1&artikel=500
palliatieve zorg,http://standaarden.overheid.nl/owms/terms/palliatieve_zorg,,,,X,X,,,,,X,,,,,,,,
parkeerbelasting,http://standaarden.overheid.nl/owms/terms/parkeerbelasting,,,,X,X,X,,,X,,,,,X,,http://standaarden.overheid.nl/owms/terms/Gemw_art_225,Artikel 225 Gemeentewet,https://wetten.overheid.nl/jci1.3:c:BWBR0005416&titeldeel=IV&hoofdstuk=XV&Paragraaf=3&artikel=225
parkeerontheffing,http://standaarden.overheid.nl/owms/terms/parkeerontheffing,,,,X,X,X,,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/RVV_art_87,Artikel 87 Reglement verkeersregels en verkeerstekens 1990 (RVV 1990),https://wetten.overheid.nl/jci1.3:c:BWBR0004825&hoofdstuk=VI&Paragraaf=1&artikel=87
parkeerontheffing autobedrijven,http://standaarden.overheid.nl/owms/terms/parkeerontheffing_autobedrijven,,,,X,,X,X,,X,,X,,,,,http://standaarden.overheid.nl/owms/terms/Mod_Apv_art_5_2,Artikel 5:2 Model Algemene plaatselijke verordening,
parkeerontheffing blauwe zone,http://standaarden.overheid.nl/owms/terms/parkeerontheffing_blauwe_zone,,,,X,X,X,X,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/RVV_art_87,Artikel 87 Reglement verkeersregels en verkeerstekens 1990 (RVV 1990),https://wetten.overheid.nl/jci1.3:c:BWBR0004825&hoofdstuk=VI&Paragraaf=1&artikel=87
parkeerontheffing grote voertuigen,http://standaarden.overheid.nl/owms/terms/parkeerontheffing_grote_voertuigen,,,,X,X,X,X,,X,,X,,,,,http://standaarden.overheid.nl/owms/terms/Mod_Apv_art_5_8,Artikel 5:8 Model Algemene plaatselijke verordening,
parkeerontheffing reclamevoertuig,http://standaarden.overheid.nl/owms/terms/parkeerontheffing_reclamevoertuig,X,,,X,X,X,X,,X,,X,,,,,http://standaarden.overheid.nl/owms/terms/Mod_Apv_art_5_7,Artikel 5:7 Model Algemene plaatselijke verordening,
parkeervergunning,http://standaarden.overheid.nl/owms/terms/parkeervergunning,,,,X,X,X,X,,X,,X,,,,,http://standaarden.overheid.nl/owms/terms/Gemw_art_225,Artikel 225 Gemeentewet,https://wetten.overheid.nl/jci1.3:c:BWBR0005416&titeldeel=IV&hoofdstuk=XV&Paragraaf=3&artikel=225
paspoort,http://standaarden.overheid.nl/owms/terms/paspoort,X,,,X,X,X,,A1,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/Ppw_art_26,Artikel 26 Paspoortwet,https://wetten.overheid.nl/jci1.3:c:BWBR0005212&hoofdstuk=IV&Paragraaf=1&artikel=26
paspoort tweede,http://standaarden.overheid.nl/owms/terms/paspTweede,,,,X,X,,,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/Ppw_art_30,Artikel 30 Paspoortwet,https://wetten.overheid.nl/jci1.3:c:BWBR0005212&hoofdstuk=IV&Paragraaf=1&artikel=30
peilbesluit,http://standaarden.overheid.nl/owms/terms/peilbesluit,,X,X,,X,X,,,,X,,,,,,http://standaarden.overheid.nl/owms/terms/Wtw_art_5_2,Artikel 5.2 Waterwet,https://wetten.overheid.nl/jci1.3:c:BWBR0025458&hoofdstuk=5&Paragraaf=1&artikel=5.2
pensioenregister inzage,http://standaarden.overheid.nl/owms/terms/pensRegInz,X,,,,X,,,B9,,,,,,,,http://standaarden.overheid.nl/owms/terms/PW_art_51,Artikel 51 Pensioenwet,https://wetten.overheid.nl/jci1.3:c:BWBR0020809&hoofdstuk=4&Paragraaf=4.1&artikel=51
personenalarmering,http://standaarden.overheid.nl/owms/terms/personenalarmering,,,,X,X,X,,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/WMO_2015_art_2_3_1,Artikel 2.3.1 Wet maatschappelijke ondersteuning 2015,https://wetten.overheid.nl/jci1.3:c:BWBR0035362&hoofdstuk=2&Paragraaf=3&artikel=2.3.1
personenvervoerconcessie,http://standaarden.overheid.nl/owms/terms/personenvervoerconcessie,X,X,,X,,X,X,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/Wp_art_20,Artikel 20 Wet personenvervoer 2000,https://wetten.overheid.nl/jci1.3:c:BWBR0011470&hoofdstuk=II&Paragraaf=2&artikel=20
persoonsgebonden budget,http://standaarden.overheid.nl/owms/terms/persoonsgebonden_budget,X,,,X,X,,,B9,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/Bzv_art_2_15a,Artikel 2.15a Besluit zorgverzekering,https://wetten.overheid.nl/jci1.3:c:BWBR0018492&hoofdstuk=2&Paragraaf=1a&artikel=2.15a
persoonsgebonden budget,http://standaarden.overheid.nl/owms/terms/persoonsgebonden_budget,X,,,X,X,,,B9,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/Jw_art_8_1_1,Artikel 8.1.1 Jeugdwet,https://wetten.overheid.nl/jci1.3:c:BWBR0034925&hoofdstuk=8&Paragraaf=8.1&artikel=8.1.1
persoonsgebonden budget,http://standaarden.overheid.nl/owms/terms/persoonsgebonden_budget,X,,,X,X,,,B9,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/Wlz_art_3_3_3,Artikel 3.3.3 Wet langdurige zorg,https://wetten.overheid.nl/jci1.3:c:BWBR0035917&hoofdstuk=3&Paragraaf=3&artikel=3.3.3
persoonsgebonden budget,http://standaarden.overheid.nl/owms/terms/persoonsgebonden_budget,X,,,X,X,,,B9,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/Wmo_art_2_3_6,Artikel 2.3.6 Wet maatschappelijke ondersteuning 2015,https://wetten.overheid.nl/jci1.3:c:BWBR0035362&hoofdstuk=2&Paragraaf=3&artikel=2.3.6
persoonsgegevens inlichtingen- en veiligheidsdiensten inzage,http://standaarden.overheid.nl/owms/terms/persGegIVDInz,X,,,,X,,,I1,,,X,,,,,http://standaarden.overheid.nl/owms/terms/Wiv_2017_art_76,Artikel 76 Wet op de inlichtingen- en veiligheidsdiensten 2017,https://wetten.overheid.nl/jci1.3:c:BWBR0039896&hoofdstuk=5&Paragraaf=5.2&artikel=76
persoonsgegevens verklaring onder eed of belofte,http://standaarden.overheid.nl/owms/terms/persoonsgegevens_verklaring_onder_eed_of_belofte,,,,X,X,,,,,X,,,,,,http://standaarden.overheid.nl/owms/terms/Wet_BRP_art_2_8,Artikel 2.8 Wet basisregistratie personen,https://wetten.overheid.nl/jci1.3:c:BWBR0033715&hoofdstuk=2&afdeling=1&Paragraaf=3&artikel=2.8
persoonsgegevensverwerking,http://standaarden.overheid.nl/owms/terms/persgegverw,X,,,,X,X,X,,,,,,,,,http://standaarden.overheid.nl/owms/terms/Verord_EU_2016_679_art_6,Artikel 6 Verordening (EU) 2016/679 van het Europees Parlement en de Raad van 27 april 2016 betreffende de bescherming van natuurlijke personen in verband met de verwerking van persoonsgegevens en betreffende het vrije verkeer van die gegevens en tot intrekking van Richtlijn 95/46/EG (algemene verordening gegevensbescherming),https://eur-lex.europa.eu/legal-content/NL/TXT/HTML/?uri=CELEX:32016R0679&from=NL#d1e1369-1-1
planschade,http://standaarden.overheid.nl/owms/terms/planschade,X,,,X,X,X,,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/Wro_art_6_1,Artikel 6.1 Wet ruimtelijke ordening,https://wetten.overheid.nl/jci1.3:c:BWBR0020449&hoofdstuk=6&afdeling=6.1&artikel=6.1
plantenpaspoort,http://standaarden.overheid.nl/owms/terms/plantenpaspoort,X,,,,,X,X,,,,X,,,,,http://standaarden.overheid.nl/owms/terms/Reg_invoer_planten_art_6,"Artikel 6 Regeling invoer, uitvoer en verkeer van planten",https://wetten.overheid.nl/jci1.3:c:BWBR0005997&Paragraaf=2&artikel=6
plantsoenen betreden ontheffing,http://standaarden.overheid.nl/owms/terms/plantsnBetrOnth,,,,X,X,X,X,,X,,X,,,,,http://standaarden.overheid.nl/owms/terms/Mod_Apv_art_2_45,Artikel 2:45 Model Algemene plaatselijke verordening,
pleegvergoeding,http://standaarden.overheid.nl/owms/terms/pleegvergoeding,X,,,,X,,,G1,,,X,,,,,http://standaarden.overheid.nl/owms/terms/Jw_art_5_3,Artikel 5.3 Jeugdwet,https://wetten.overheid.nl/jci1.3:c:BWBR0034925&hoofdstuk=5&artikel=5.3
pleziervaartuigcertificaat,http://standaarden.overheid.nl/owms/terms/plezierVaartCertificaat,X,,,,X,X,,C5,,,X,,,,,http://standaarden.overheid.nl/owms/terms/Convenant_ICP,Artikel 3 Convenant ter bevordering van de afgifte van het Internationaal Certificaat voor Pleziervaartuigen,https://zoek.officielebekendmakingen.nl/stcrt-2018-36436.html
podiumkunstensubsidie,http://standaarden.overheid.nl/owms/terms/podiumkunstensubsidie,,X,,X,X,X,,,X,,X,X,,,,http://standaarden.overheid.nl/owms/terms/gem_sub_vo,gemeentelijke subsidieverordening,
podiumkunstensubsidie,http://standaarden.overheid.nl/owms/terms/podiumkunstensubsidie,,X,,X,X,X,,,X,,X,X,,,,http://standaarden.overheid.nl/owms/terms/pr_sub_vo,provinciale subsidieverordening,
politie klacht,http://standaarden.overheid.nl/owms/terms/politieKlacht,X,,,,X,X,,,,,,,,,,http://standaarden.overheid.nl/owms/terms/Politiewet_2012_art_71,Artikel 71 Politiewet 2012,https://wetten.overheid.nl/jci1.3:c:BWBR0031788&hoofdstuk=7&artikel=71
politiegegevens inzage,http://standaarden.overheid.nl/owms/terms/politiegegInz,X,,,,X,X,,I1,,,X,,,,,http://standaarden.overheid.nl/owms/terms/Wpg_art_25,Artikel 25 Wet politiegegevens,https://wetten.overheid.nl/jci1.3:c:BWBR0022463&Paragraaf=4&artikel=25
politiekegroeperingsregistratie,http://standaarden.overheid.nl/owms/terms/polgrpreg,,X,X,X,X,,,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/KW_art_G_1,Artikel G 1 Kieswet,https://wetten.overheid.nl/jci1.3:c:BWBR0004627&afdeling=II&hoofdstuk=G&artikel=G_1
politiekegroeperingsregistratie,http://standaarden.overheid.nl/owms/terms/polgrpreg,,X,X,X,X,,,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/KW_art_G_2,Artikel G 2 Kieswet,https://wetten.overheid.nl/jci1.3:c:BWBR0004627&afdeling=II&hoofdstuk=G&artikel=G_2
politiekegroeperingsregistratie,http://standaarden.overheid.nl/owms/terms/polgrpreg,,X,X,X,X,,,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/KW_art_G_2a,Artikel G 2a Kieswet,https://wetten.overheid.nl/jci1.3:c:BWBR0004627&afdeling=II&hoofdstuk=G&artikel=G_2a
politiekegroeperingsregistratie,http://standaarden.overheid.nl/owms/terms/polgrpreg,,X,X,X,X,,,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/KW_art_G_3,Artikel G 3 Kieswet,https://wetten.overheid.nl/jci1.3:c:BWBR0004627&afdeling=II&hoofdstuk=G&artikel=G_3
postdienst aansprakelijkheid,http://standaarden.overheid.nl/owms/terms/postdnstAanspr,X,,,,X,X,,H5;H6,,,,,,,,http://standaarden.overheid.nl/owms/terms/Postwet_2009_art_29,Artikel 29 Postwet 2009,https://wetten.overheid.nl/jci1.3:c:BWBR0025572&hoofdstuk=4&Paragraaf=4.6&artikel=29
praktijkonderwijs toelating,http://standaarden.overheid.nl/owms/terms/praktOndToel,X,,,,X,,,E1,,,,,,,,http://standaarden.overheid.nl/owms/terms/WVO_art_10g,Artikel 10g Wet op het voortgezet onderwijs,https://wetten.overheid.nl/jci1.3:c:BWBR0002399&titeldeel=II&afdeling=I&hoofdstuk=I&Paragraaf=1&artikel=10g
precariobelasting,http://standaarden.overheid.nl/owms/terms/precariobelasting,X,,,X,X,X,,L5,X,,,,,X,,http://standaarden.overheid.nl/owms/terms/Gemw_art_228,Artikel 228 Gemeentewet,https://wetten.overheid.nl/jci1.3:c:BWBR0005416&titeldeel=IV&hoofdstuk=XV&Paragraaf=3&artikel=228
prestatiebeurs in gift omzetting,http://standaarden.overheid.nl/owms/terms/prestBeursGiftOmz,X,,,,X,,,E1,,,X,,,,,http://standaarden.overheid.nl/owms/terms/WSF_art_4_13,Artikel 4.13 Wet studiefinanciering 2000,https://wetten.overheid.nl/jci1.3:c:BWBR0011453&hoofdstuk=4&afdeling=4.1&Paragraaf=4.1.2&artikel=4.13
prestatiebeurs in gift omzetting,http://standaarden.overheid.nl/owms/terms/prestBeursGiftOmz,X,,,,X,,,E1,,,X,,,,,http://standaarden.overheid.nl/owms/terms/WSF_art_5_15,Artikel 5.15 Wet studiefinanciering 2001,https://wetten.overheid.nl/jci1.3:c:BWBR0011453&hoofdstuk=5&Paragraaf=5.7&artikel=5.15
prestatiebeurs voorziening,http://standaarden.overheid.nl/owms/terms/prestBeursVoorz,X,,,,X,,,E1,,,X,,,,,http://standaarden.overheid.nl/owms/terms/WSF_art_4_12,Artikel 4.12 Wet studiefinanciering 2000,https://wetten.overheid.nl/jci1.3:c:BWBR0011453&hoofdstuk=4&afdeling=4.1&Paragraaf=4.1.2&artikel=4.12
prestatiebeurs voorziening,http://standaarden.overheid.nl/owms/terms/prestBeursVoorz,X,,,,X,,,E1,,,X,,,,,http://standaarden.overheid.nl/owms/terms/WSF_art_4_14,Artikel 4.14 Wet studiefinanciering 2000,https://wetten.overheid.nl/jci1.3:c:BWBR0011453&hoofdstuk=4&afdeling=4.1&Paragraaf=4.1.2&artikel=4.14
prestatiebeurs voorziening,http://standaarden.overheid.nl/owms/terms/prestBeursVoorz,X,,,,X,,,E1,,,X,,,,,http://standaarden.overheid.nl/owms/terms/WSF_art_5_16,Artikel 5.16 Wet studiefinanciering 2001,https://wetten.overheid.nl/jci1.3:c:BWBR0011453&hoofdstuk=5&Paragraaf=5.7&artikel=5.16
prestatiebeurs voorziening,http://standaarden.overheid.nl/owms/terms/prestBeursVoorz,X,,,,X,,,E1,,,X,,,,,http://standaarden.overheid.nl/owms/terms/WSF_art_5_2b,Artikel 5.2b Wet studiefinanciering 2000,https://wetten.overheid.nl/jci1.3:c:BWBR0011453&hoofdstuk=5&Paragraaf=5.1&artikel=5.2b
processtukken inzage benadeelde partij strafzaak,http://standaarden.overheid.nl/owms/terms/processtInzBenPartStrafz,X,,,,X,X,,,,,,,,,,http://standaarden.overheid.nl/owms/terms/Sv_art_51ac,Artikel 51ac Wetboek van Strafvordering,https://wetten.overheid.nl/jci1.3:c:BWBR0001903&boek=Eerste&titeldeel=IIIA&afdeling=Tweede&artikel=51ac
proefplaatsing ww,http://standaarden.overheid.nl/owms/terms/proefplWw,X,,,,X,,,B6;F4,,,X,,,,,http://standaarden.overheid.nl/owms/terms/WW_art_76a,Artikel 76a Werkloosheidswet,https://wetten.overheid.nl/jci1.3:c:BWBR0004045&hoofdstuk=VI&artikel=76a
project waterstaatswerk,http://standaarden.overheid.nl/owms/terms/project_waterstaatswerk,,X,X,,X,X,,,,X,,,,,,http://standaarden.overheid.nl/owms/terms/Wtw_art_5_5,Artikel 5.5 Waterwet,https://wetten.overheid.nl/jci1.3:c:BWBR0025458&hoofdstuk=5&Paragraaf=2&artikel=5.5
provinciaal inpassingsplan,http://standaarden.overheid.nl/owms/terms/provinciaal_inpassingsplan,,X,,,X,X,,,,X,,,,,,http://standaarden.overheid.nl/owms/terms/Wro_art_3_26,Artikel 3.26 Wet ruimtelijke ordening,https://wetten.overheid.nl/jci1.3:c:BWBR0020449&hoofdstuk=3&afdeling=3.5&Paragraaf=3.5.1&artikel=3.26
provinciale financiën,http://standaarden.overheid.nl/owms/terms/provinciale_financien,,X,,,,,,,X,,,,,,,http://standaarden.overheid.nl/owms/terms/PW_art_194,Artikel 194 Provinciewet,https://wetten.overheid.nl/jci1.3:c:BWBR0005645&titeldeel=IV&hoofdstuk=XIII&Paragraaf=1&artikel=194
provinciale ruimtelijke verordeningontheffing,http://standaarden.overheid.nl/owms/terms/provRuimVerordOnt,,X,,,,,,,,X,X,,,,,http://standaarden.overheid.nl/owms/terms/Wro_art_4_1a,Artikel 4.1a Wet ruimtelijke ordening,https://wetten.overheid.nl/jci1.3:c:BWBR0020449&hoofdstuk=4&afdeling=4.1&artikel=4.1a
psychotherapie voor naoorlogse generatie vergoeding,http://standaarden.overheid.nl/owms/terms/psychotherNaoorlGenVerg,X,,,,X,X,,,,,X,,,,,http://standaarden.overheid.nl/owms/terms/TRPsyTheNOor_art_2,Artikel 2 Tijdelijke vergoedingsregeling psychotherapie na-oorlogse generatie,https://wetten.overheid.nl/jci1.3:c:BWBR0006957&artikel=2
